symbol,earnigs_date
GVA,2018-10-09
STML,2018-10-09
CYD,2018-10-09
PBFX,2018-10-09
CTK,2018-10-09
DTIL,2018-10-09
PFHD,2018-10-09
CFRX,2018-10-09
SIC,2018-10-09
UTSI,2018-10-09
AIRI,2018-10-09
PLXP,2018-10-09
NMTR,2018-10-09
FSI,2018-10-09
XBIO,2018-10-09
WFTIQ,2018-10-09
DKNG,2018-10-09
JD,2018-10-08
VFC,2018-10-08
ATNM,2018-10-08
HTHIY,2018-10-08
TGTX,2018-10-08
TGS,2018-10-08
PBF,2018-10-08
MAG,2018-10-08
TOELY,2018-10-08
JAPAY,2018-10-08
OCPNY,2018-10-08
SZKMY,2018-10-08
FUJHY,2018-10-08
MKTAY,2018-10-08
ASEKY,2018-10-08
AACAY,2018-10-08
CBPO,2018-10-08
PORBF,2018-10-08
LX,2018-10-08
IMVT,2018-10-08
TOPCF,2018-10-08
GVA,2018-10-08
STML,2018-10-08
CYD,2018-10-08
PBFX,2018-10-08
CTK,2018-10-08
DTIL,2018-10-08
PFHD,2018-10-08
CFRX,2018-10-08
SIC,2018-10-08
UTSI,2018-10-08
AIRI,2018-10-08
PLXP,2018-10-08
NMTR,2018-10-08
FSI,2018-10-08
XBIO,2018-10-08
WFTIQ,2018-10-08
DKNG,2018-10-08
JD,2018-10-07
VFC,2018-10-07
ATNM,2018-10-07
HTHIY,2018-10-07
TGTX,2018-10-07
TGS,2018-10-07
PBF,2018-10-07
MAG,2018-10-07
TOELY,2018-10-07
JAPAY,2018-10-07
OCPNY,2018-10-07
SZKMY,2018-10-07
FUJHY,2018-10-07
MKTAY,2018-10-07
ASEKY,2018-10-07
AACAY,2018-10-07
CBPO,2018-10-07
PORBF,2018-10-07
LX,2018-10-07
IMVT,2018-10-07
TOPCF,2018-10-07
GVA,2018-10-07
STML,2018-10-07
CYD,2018-10-07
PBFX,2018-10-07
CTK,2018-10-07
DTIL,2018-10-07
PFHD,2018-10-07
CFRX,2018-10-07
SIC,2018-10-07
UTSI,2018-10-07
AIRI,2018-10-07
PLXP,2018-10-07
NMTR,2018-10-07
FSI,2018-10-07
XBIO,2018-10-07
WFTIQ,2018-10-07
DKNG,2018-10-07
JD,2018-10-06
VFC,2018-10-06
ATNM,2018-10-06
HTHIY,2018-10-06
TGTX,2018-10-06
TGS,2018-10-06
PBF,2018-10-06
MAG,2018-10-06
TOELY,2018-10-06
JAPAY,2018-10-06
OCPNY,2018-10-06
SZKMY,2018-10-06
FUJHY,2018-10-06
MKTAY,2018-10-06
ASEKY,2018-10-06
AACAY,2018-10-06
CBPO,2018-10-06
PORBF,2018-10-06
LX,2018-10-06
IMVT,2018-10-06
TOPCF,2018-10-06
GVA,2018-10-06
STML,2018-10-06
CYD,2018-10-06
PBFX,2018-10-06
CTK,2018-10-06
DTIL,2018-10-06
PFHD,2018-10-06
CFRX,2018-10-06
SIC,2018-10-06
UTSI,2018-10-06
AIRI,2018-10-06
PLXP,2018-10-06
NMTR,2018-10-06
FSI,2018-10-06
XBIO,2018-10-06
WFTIQ,2018-10-06
DKNG,2018-10-06
JD,2018-10-05
VFC,2018-10-05
ATNM,2018-10-05
HTHIY,2018-10-05
TGTX,2018-10-05
TGS,2018-10-05
PBF,2018-10-05
MAG,2018-10-05
TOELY,2018-10-05
JAPAY,2018-10-05
OCPNY,2018-10-05
SZKMY,2018-10-05
FUJHY,2018-10-05
MKTAY,2018-10-05
ASEKY,2018-10-05
AACAY,2018-10-05
CBPO,2018-10-05
PORBF,2018-10-05
LX,2018-10-05
IMVT,2018-10-05
TOPCF,2018-10-05
GVA,2018-10-05
STML,2018-10-05
CYD,2018-10-05
PBFX,2018-10-05
CTK,2018-10-05
DTIL,2018-10-05
PFHD,2018-10-05
CFRX,2018-10-05
SIC,2018-10-05
UTSI,2018-10-05
AIRI,2018-10-05
PLXP,2018-10-05
NMTR,2018-10-05
FSI,2018-10-05
XBIO,2018-10-05
WFTIQ,2018-10-05
DKNG,2018-10-05
JD,2018-10-04
VFC,2018-10-04
ATNM,2018-10-04
HTHIY,2018-10-04
TGTX,2018-10-04
TGS,2018-10-04
PBF,2018-10-04
MAG,2018-10-04
TOELY,2018-10-04
JAPAY,2018-10-04
OCPNY,2018-10-04
SZKMY,2018-10-04
FUJHY,2018-10-04
MKTAY,2018-10-04
ASEKY,2018-10-04
AACAY,2018-10-04
CBPO,2018-10-04
PORBF,2018-10-04
LX,2018-10-04
IMVT,2018-10-04
TOPCF,2018-10-04
GVA,2018-10-04
STML,2018-10-04
CYD,2018-10-04
PBFX,2018-10-04
CTK,2018-10-04
DTIL,2018-10-04
PFHD,2018-10-04
CFRX,2018-10-04
SIC,2018-10-04
UTSI,2018-10-04
AIRI,2018-10-04
PLXP,2018-10-04
NMTR,2018-10-04
FSI,2018-10-04
XBIO,2018-10-04
WFTIQ,2018-10-04
DKNG,2018-10-04
JD,2018-10-03
VFC,2018-10-03
ATNM,2018-10-03
HTHIY,2018-10-03
TGTX,2018-10-03
TGS,2018-10-03
PBF,2018-10-03
MAG,2018-10-03
TOELY,2018-10-03
JAPAY,2018-10-03
OCPNY,2018-10-03
SZKMY,2018-10-03
FUJHY,2018-10-03
MKTAY,2018-10-03
ASEKY,2018-10-03
AACAY,2018-10-03
CBPO,2018-10-03
PORBF,2018-10-03
LX,2018-10-03
IMVT,2018-10-03
TOPCF,2018-10-03
GVA,2018-10-03
STML,2018-10-03
CYD,2018-10-03
PBFX,2018-10-03
CTK,2018-10-03
DTIL,2018-10-03
PFHD,2018-10-03
CFRX,2018-10-03
SIC,2018-10-03
UTSI,2018-10-03
AIRI,2018-10-03
PLXP,2018-10-03
NMTR,2018-10-03
FSI,2018-10-03
XBIO,2018-10-03
WFTIQ,2018-10-03
DKNG,2018-10-03
JD,2018-10-02
VFC,2018-10-02
ATNM,2018-10-02
HTHIY,2018-10-02
TGTX,2018-10-02
TGS,2018-10-02
PBF,2018-10-02
MAG,2018-10-02
TOELY,2018-10-02
JAPAY,2018-10-02
OCPNY,2018-10-02
SZKMY,2018-10-02
FUJHY,2018-10-02
MKTAY,2018-10-02
ASEKY,2018-10-02
AACAY,2018-10-02
CBPO,2018-10-02
PORBF,2018-10-02
LX,2018-10-02
IMVT,2018-10-02
TOPCF,2018-10-02
GVA,2018-10-02
STML,2018-10-02
CYD,2018-10-02
PBFX,2018-10-02
CTK,2018-10-02
DTIL,2018-10-02
PFHD,2018-10-02
CFRX,2018-10-02
SIC,2018-10-02
UTSI,2018-10-02
AIRI,2018-10-02
PLXP,2018-10-02
NMTR,2018-10-02
FSI,2018-10-02
XBIO,2018-10-02
WFTIQ,2018-10-02
DKNG,2018-10-02
JD,2018-10-01
VFC,2018-10-01
ATNM,2018-10-01
HTHIY,2018-10-01
TGTX,2018-10-01
TGS,2018-10-01
PBF,2018-10-01
MAG,2018-10-01
TOELY,2018-10-01
JAPAY,2018-10-01
OCPNY,2018-10-01
SZKMY,2018-10-01
FUJHY,2018-10-01
MKTAY,2018-10-01
ASEKY,2018-10-01
AACAY,2018-10-01
CBPO,2018-10-01
PORBF,2018-10-01
LX,2018-10-01
IMVT,2018-10-01
TOPCF,2018-10-01
GVA,2018-10-01
STML,2018-10-01
CYD,2018-10-01
PBFX,2018-10-01
CTK,2018-10-01
DTIL,2018-10-01
PFHD,2018-10-01
CFRX,2018-10-01
SIC,2018-10-01
UTSI,2018-10-01
AIRI,2018-10-01
PLXP,2018-10-01
NMTR,2018-10-01
FSI,2018-10-01
XBIO,2018-10-01
WFTIQ,2018-10-01
DKNG,2018-10-01
JD,2018-09-30
VFC,2018-09-30
ATNM,2018-09-30
HTHIY,2018-09-30
TGTX,2018-09-30
TGS,2018-09-30
PBF,2018-09-30
MAG,2018-09-30
TOELY,2018-09-30
JAPAY,2018-09-30
OCPNY,2018-09-30
SZKMY,2018-09-30
FUJHY,2018-09-30
MKTAY,2018-09-30
ASEKY,2018-09-30
AACAY,2018-09-30
CBPO,2018-09-30
PORBF,2018-09-30
LX,2018-09-30
IMVT,2018-09-30
TOPCF,2018-09-30
GVA,2018-09-30
STML,2018-09-30
CYD,2018-09-30
PBFX,2018-09-30
CTK,2018-09-30
DTIL,2018-09-30
PFHD,2018-09-30
CFRX,2018-09-30
SIC,2018-09-30
UTSI,2018-09-30
AIRI,2018-09-30
PLXP,2018-09-30
NMTR,2018-09-30
FSI,2018-09-30
XBIO,2018-09-30
WFTIQ,2018-09-30
DKNG,2018-09-30
JD,2018-09-29
VFC,2018-09-29
ATNM,2018-09-29
HTHIY,2018-09-29
TGTX,2018-09-29
TGS,2018-09-29
PBF,2018-09-29
MAG,2018-09-29
TOELY,2018-09-29
JAPAY,2018-09-29
OCPNY,2018-09-29
SZKMY,2018-09-29
FUJHY,2018-09-29
MKTAY,2018-09-29
ASEKY,2018-09-29
AACAY,2018-09-29
CBPO,2018-09-29
PORBF,2018-09-29
LX,2018-09-29
IMVT,2018-09-29
TOPCF,2018-09-29
GVA,2018-09-29
STML,2018-09-29
CYD,2018-09-29
PBFX,2018-09-29
CTK,2018-09-29
DTIL,2018-09-29
PFHD,2018-09-29
CFRX,2018-09-29
SIC,2018-09-29
UTSI,2018-09-29
AIRI,2018-09-29
PLXP,2018-09-29
NMTR,2018-09-29
FSI,2018-09-29
XBIO,2018-09-29
WFTIQ,2018-09-29
DKNG,2018-09-29
JD,2018-09-28
VFC,2018-09-28
ATNM,2018-09-28
HTHIY,2018-09-28
TGTX,2018-09-28
TGS,2018-09-28
PBF,2018-09-28
MAG,2018-09-28
TOELY,2018-09-28
JAPAY,2018-09-28
OCPNY,2018-09-28
SZKMY,2018-09-28
FUJHY,2018-09-28
MKTAY,2018-09-28
ASEKY,2018-09-28
AACAY,2018-09-28
CBPO,2018-09-28
PORBF,2018-09-28
LX,2018-09-28
IMVT,2018-09-28
TOPCF,2018-09-28
GVA,2018-09-28
STML,2018-09-28
CYD,2018-09-28
PBFX,2018-09-28
CTK,2018-09-28
DTIL,2018-09-28
PFHD,2018-09-28
CFRX,2018-09-28
SIC,2018-09-28
UTSI,2018-09-28
AIRI,2018-09-28
PLXP,2018-09-28
NMTR,2018-09-28
FSI,2018-09-28
XBIO,2018-09-28
WFTIQ,2018-09-28
DKNG,2018-09-28
JD,2018-09-27
VFC,2018-09-27
ATNM,2018-09-27
HTHIY,2018-09-27
TGTX,2018-09-27
TGS,2018-09-27
PBF,2018-09-27
MAG,2018-09-27
TOELY,2018-09-27
JAPAY,2018-09-27
OCPNY,2018-09-27
SZKMY,2018-09-27
FUJHY,2018-09-27
MKTAY,2018-09-27
ASEKY,2018-09-27
AACAY,2018-09-27
CBPO,2018-09-27
PORBF,2018-09-27
LX,2018-09-27
IMVT,2018-09-27
TOPCF,2018-09-27
GVA,2018-09-27
STML,2018-09-27
CYD,2018-09-27
PBFX,2018-09-27
CTK,2018-09-27
DTIL,2018-09-27
PFHD,2018-09-27
CFRX,2018-09-27
SIC,2018-09-27
UTSI,2018-09-27
AIRI,2018-09-27
PLXP,2018-09-27
NMTR,2018-09-27
FSI,2018-09-27
XBIO,2018-09-27
WFTIQ,2018-09-27
DKNG,2018-09-27
JD,2018-09-26
VFC,2018-09-26
ATNM,2018-09-26
HTHIY,2018-09-26
TGTX,2018-09-26
TGS,2018-09-26
PBF,2018-09-26
MAG,2018-09-26
TOELY,2018-09-26
JAPAY,2018-09-26
OCPNY,2018-09-26
SZKMY,2018-09-26
FUJHY,2018-09-26
MKTAY,2018-09-26
ASEKY,2018-09-26
AACAY,2018-09-26
CBPO,2018-09-26
PORBF,2018-09-26
LX,2018-09-26
IMVT,2018-09-26
TOPCF,2018-09-26
GVA,2018-09-26
STML,2018-09-26
CYD,2018-09-26
PBFX,2018-09-26
CTK,2018-09-26
DTIL,2018-09-26
PFHD,2018-09-26
CFRX,2018-09-26
SIC,2018-09-26
UTSI,2018-09-26
AIRI,2018-09-26
PLXP,2018-09-26
NMTR,2018-09-26
FSI,2018-09-26
XBIO,2018-09-26
WFTIQ,2018-09-26
DKNG,2018-09-26
JD,2018-09-25
VFC,2018-09-25
ATNM,2018-09-25
HTHIY,2018-09-25
TGTX,2018-09-25
TGS,2018-09-25
PBF,2018-09-25
MAG,2018-09-25
TOELY,2018-09-25
JAPAY,2018-09-25
OCPNY,2018-09-25
SZKMY,2018-09-25
FUJHY,2018-09-25
MKTAY,2018-09-25
ASEKY,2018-09-25
AACAY,2018-09-25
CBPO,2018-09-25
PORBF,2018-09-25
LX,2018-09-25
IMVT,2018-09-25
TOPCF,2018-09-25
GVA,2018-09-25
STML,2018-09-25
CYD,2018-09-25
PBFX,2018-09-25
CTK,2018-09-25
DTIL,2018-09-25
PFHD,2018-09-25
CFRX,2018-09-25
SIC,2018-09-25
UTSI,2018-09-25
AIRI,2018-09-25
PLXP,2018-09-25
NMTR,2018-09-25
FSI,2018-09-25
XBIO,2018-09-25
WFTIQ,2018-09-25
DKNG,2018-09-25
JD,2018-09-24
VFC,2018-09-24
ATNM,2018-09-24
HTHIY,2018-09-24
TGTX,2018-09-24
TGS,2018-09-24
PBF,2018-09-24
MAG,2018-09-24
TOELY,2018-09-24
JAPAY,2018-09-24
OCPNY,2018-09-24
SZKMY,2018-09-24
FUJHY,2018-09-24
MKTAY,2018-09-24
ASEKY,2018-09-24
AACAY,2018-09-24
CBPO,2018-09-24
PORBF,2018-09-24
LX,2018-09-24
IMVT,2018-09-24
TOPCF,2018-09-24
GVA,2018-09-24
STML,2018-09-24
CYD,2018-09-24
PBFX,2018-09-24
CTK,2018-09-24
DTIL,2018-09-24
PFHD,2018-09-24
CFRX,2018-09-24
SIC,2018-09-24
UTSI,2018-09-24
AIRI,2018-09-24
PLXP,2018-09-24
NMTR,2018-09-24
FSI,2018-09-24
XBIO,2018-09-24
WFTIQ,2018-09-24
DKNG,2018-09-24
JD,2018-09-23
VFC,2018-09-23
ATNM,2018-09-23
HTHIY,2018-09-23
TGTX,2018-09-23
TGS,2018-09-23
PBF,2018-09-23
MAG,2018-09-23
TOELY,2018-09-23
JAPAY,2018-09-23
OCPNY,2018-09-23
SZKMY,2018-09-23
FUJHY,2018-09-23
MKTAY,2018-09-23
ASEKY,2018-09-23
AACAY,2018-09-23
CBPO,2018-09-23
PORBF,2018-09-23
LX,2018-09-23
IMVT,2018-09-23
TOPCF,2018-09-23
GVA,2018-09-23
STML,2018-09-23
CYD,2018-09-23
PBFX,2018-09-23
CTK,2018-09-23
DTIL,2018-09-23
PFHD,2018-09-23
CFRX,2018-09-23
SIC,2018-09-23
UTSI,2018-09-23
AIRI,2018-09-23
PLXP,2018-09-23
NMTR,2018-09-23
FSI,2018-09-23
XBIO,2018-09-23
WFTIQ,2018-09-23
DKNG,2018-09-23
JD,2018-09-22
VFC,2018-09-22
ATNM,2018-09-22
HTHIY,2018-09-22
TGTX,2018-09-22
TGS,2018-09-22
PBF,2018-09-22
MAG,2018-09-22
TOELY,2018-09-22
JAPAY,2018-09-22
OCPNY,2018-09-22
SZKMY,2018-09-22
FUJHY,2018-09-22
MKTAY,2018-09-22
ASEKY,2018-09-22
AACAY,2018-09-22
CBPO,2018-09-22
PORBF,2018-09-22
LX,2018-09-22
IMVT,2018-09-22
TOPCF,2018-09-22
GVA,2018-09-22
STML,2018-09-22
CYD,2018-09-22
PBFX,2018-09-22
CTK,2018-09-22
DTIL,2018-09-22
PFHD,2018-09-22
CFRX,2018-09-22
SIC,2018-09-22
UTSI,2018-09-22
AIRI,2018-09-22
PLXP,2018-09-22
NMTR,2018-09-22
FSI,2018-09-22
XBIO,2018-09-22
WFTIQ,2018-09-22
DKNG,2018-09-22
JD,2018-09-21
VFC,2018-09-21
ATNM,2018-09-21
HTHIY,2018-09-21
TGTX,2018-09-21
TGS,2018-09-21
PBF,2018-09-21
MAG,2018-09-21
TOELY,2018-09-21
JAPAY,2018-09-21
OCPNY,2018-09-21
SZKMY,2018-09-21
FUJHY,2018-09-21
MKTAY,2018-09-21
ASEKY,2018-09-21
AACAY,2018-09-21
CBPO,2018-09-21
PORBF,2018-09-21
LX,2018-09-21
IMVT,2018-09-21
TOPCF,2018-09-21
GVA,2018-09-21
STML,2018-09-21
CYD,2018-09-21
PBFX,2018-09-21
CTK,2018-09-21
DTIL,2018-09-21
PFHD,2018-09-21
CFRX,2018-09-21
SIC,2018-09-21
UTSI,2018-09-21
AIRI,2018-09-21
PLXP,2018-09-21
NMTR,2018-09-21
FSI,2018-09-21
XBIO,2018-09-21
WFTIQ,2018-09-21
DKNG,2018-09-21
JD,2018-09-20
VFC,2018-09-20
ATNM,2018-09-20
HTHIY,2018-09-20
TGTX,2018-09-20
TGS,2018-09-20
PBF,2018-09-20
MAG,2018-09-20
TOELY,2018-09-20
JAPAY,2018-09-20
OCPNY,2018-09-20
SZKMY,2018-09-20
FUJHY,2018-09-20
MKTAY,2018-09-20
ASEKY,2018-09-20
AACAY,2018-09-20
CBPO,2018-09-20
PORBF,2018-09-20
LX,2018-09-20
IMVT,2018-09-20
TOPCF,2018-09-20
GVA,2018-09-20
STML,2018-09-20
CYD,2018-09-20
PBFX,2018-09-20
CTK,2018-09-20
DTIL,2018-09-20
PFHD,2018-09-20
CFRX,2018-09-20
SIC,2018-09-20
UTSI,2018-09-20
AIRI,2018-09-20
PLXP,2018-09-20
NMTR,2018-09-20
FSI,2018-09-20
XBIO,2018-09-20
WFTIQ,2018-09-20
DKNG,2018-09-20
JD,2018-09-19
VFC,2018-09-19
ATNM,2018-09-19
HTHIY,2018-09-19
TGTX,2018-09-19
TGS,2018-09-19
PBF,2018-09-19
MAG,2018-09-19
TOELY,2018-09-19
JAPAY,2018-09-19
OCPNY,2018-09-19
SZKMY,2018-09-19
FUJHY,2018-09-19
MKTAY,2018-09-19
ASEKY,2018-09-19
AACAY,2018-09-19
CBPO,2018-09-19
PORBF,2018-09-19
LX,2018-09-19
IMVT,2018-09-19
TOPCF,2018-09-19
GVA,2018-09-19
STML,2018-09-19
CYD,2018-09-19
PBFX,2018-09-19
CTK,2018-09-19
DTIL,2018-09-19
PFHD,2018-09-19
CFRX,2018-09-19
SIC,2018-09-19
UTSI,2018-09-19
AIRI,2018-09-19
PLXP,2018-09-19
NMTR,2018-09-19
FSI,2018-09-19
XBIO,2018-09-19
WFTIQ,2018-09-19
DKNG,2018-09-19
JD,2018-09-18
VFC,2018-09-18
ATNM,2018-09-18
HTHIY,2018-09-18
TGTX,2018-09-18
TGS,2018-09-18
PBF,2018-09-18
MAG,2018-09-18
TOELY,2018-09-18
JAPAY,2018-09-18
OCPNY,2018-09-18
SZKMY,2018-09-18
FUJHY,2018-09-18
MKTAY,2018-09-18
ASEKY,2018-09-18
AACAY,2018-09-18
CBPO,2018-09-18
PORBF,2018-09-18
LX,2018-09-18
IMVT,2018-09-18
TOPCF,2018-09-18
GVA,2018-09-18
STML,2018-09-18
CYD,2018-09-18
PBFX,2018-09-18
CTK,2018-09-18
DTIL,2018-09-18
PFHD,2018-09-18
CFRX,2018-09-18
SIC,2018-09-18
UTSI,2018-09-18
AIRI,2018-09-18
PLXP,2018-09-18
NMTR,2018-09-18
FSI,2018-09-18
XBIO,2018-09-18
WFTIQ,2018-09-18
DKNG,2018-09-18
JD,2018-09-17
VFC,2018-09-17
ATNM,2018-09-17
HTHIY,2018-09-17
TGTX,2018-09-17
TGS,2018-09-17
PBF,2018-09-17
MAG,2018-09-17
TOELY,2018-09-17
JAPAY,2018-09-17
OCPNY,2018-09-17
SZKMY,2018-09-17
FUJHY,2018-09-17
MKTAY,2018-09-17
ASEKY,2018-09-17
AACAY,2018-09-17
CBPO,2018-09-17
PORBF,2018-09-17
LX,2018-09-17
IMVT,2018-09-17
TOPCF,2018-09-17
GVA,2018-09-17
STML,2018-09-17
CYD,2018-09-17
PBFX,2018-09-17
CTK,2018-09-17
DTIL,2018-09-17
PFHD,2018-09-17
CFRX,2018-09-17
SIC,2018-09-17
UTSI,2018-09-17
AIRI,2018-09-17
PLXP,2018-09-17
NMTR,2018-09-17
FSI,2018-09-17
XBIO,2018-09-17
WFTIQ,2018-09-17
DKNG,2018-09-17
JD,2018-09-16
VFC,2018-09-16
ATNM,2018-09-16
HTHIY,2018-09-16
TGTX,2018-09-16
TGS,2018-09-16
PBF,2018-09-16
MAG,2018-09-16
TOELY,2018-09-16
JAPAY,2018-09-16
OCPNY,2018-09-16
SZKMY,2018-09-16
FUJHY,2018-09-16
MKTAY,2018-09-16
ASEKY,2018-09-16
AACAY,2018-09-16
CBPO,2018-09-16
PORBF,2018-09-16
LX,2018-09-16
IMVT,2018-09-16
TOPCF,2018-09-16
GVA,2018-09-16
STML,2018-09-16
CYD,2018-09-16
PBFX,2018-09-16
CTK,2018-09-16
DTIL,2018-09-16
PFHD,2018-09-16
CFRX,2018-09-16
SIC,2018-09-16
UTSI,2018-09-16
AIRI,2018-09-16
PLXP,2018-09-16
NMTR,2018-09-16
FSI,2018-09-16
XBIO,2018-09-16
WFTIQ,2018-09-16
DKNG,2018-09-16
JD,2018-09-15
VFC,2018-09-15
ATNM,2018-09-15
HTHIY,2018-09-15
TGTX,2018-09-15
TGS,2018-09-15
PBF,2018-09-15
MAG,2018-09-15
TOELY,2018-09-15
JAPAY,2018-09-15
OCPNY,2018-09-15
SZKMY,2018-09-15
FUJHY,2018-09-15
MKTAY,2018-09-15
ASEKY,2018-09-15
AACAY,2018-09-15
CBPO,2018-09-15
PORBF,2018-09-15
LX,2018-09-15
IMVT,2018-09-15
TOPCF,2018-09-15
GVA,2018-09-15
STML,2018-09-15
CYD,2018-09-15
PBFX,2018-09-15
CTK,2018-09-15
DTIL,2018-09-15
PFHD,2018-09-15
CFRX,2018-09-15
SIC,2018-09-15
UTSI,2018-09-15
AIRI,2018-09-15
PLXP,2018-09-15
NMTR,2018-09-15
FSI,2018-09-15
XBIO,2018-09-15
WFTIQ,2018-09-15
DKNG,2018-09-15
JD,2018-09-14
VFC,2018-09-14
ATNM,2018-09-14
HTHIY,2018-09-14
TGTX,2018-09-14
TGS,2018-09-14
PBF,2018-09-14
MAG,2018-09-14
TOELY,2018-09-14
JAPAY,2018-09-14
OCPNY,2018-09-14
SZKMY,2018-09-14
FUJHY,2018-09-14
MKTAY,2018-09-14
ASEKY,2018-09-14
AACAY,2018-09-14
CBPO,2018-09-14
PORBF,2018-09-14
LX,2018-09-14
IMVT,2018-09-14
TOPCF,2018-09-14
GVA,2018-09-14
STML,2018-09-14
CYD,2018-09-14
PBFX,2018-09-14
CTK,2018-09-14
DTIL,2018-09-14
PFHD,2018-09-14
CFRX,2018-09-14
SIC,2018-09-14
UTSI,2018-09-14
AIRI,2018-09-14
PLXP,2018-09-14
NMTR,2018-09-14
FSI,2018-09-14
XBIO,2018-09-14
WFTIQ,2018-09-14
DKNG,2018-09-14
JD,2018-09-13
VFC,2018-09-13
ATNM,2018-09-13
HTHIY,2018-09-13
TGTX,2018-09-13
TGS,2018-09-13
PBF,2018-09-13
MAG,2018-09-13
TOELY,2018-09-13
JAPAY,2018-09-13
OCPNY,2018-09-13
SZKMY,2018-09-13
FUJHY,2018-09-13
MKTAY,2018-09-13
ASEKY,2018-09-13
AACAY,2018-09-13
CBPO,2018-09-13
PORBF,2018-09-13
LX,2018-09-13
IMVT,2018-09-13
TOPCF,2018-09-13
GVA,2018-09-13
STML,2018-09-13
CYD,2018-09-13
PBFX,2018-09-13
CTK,2018-09-13
DTIL,2018-09-13
PFHD,2018-09-13
CFRX,2018-09-13
SIC,2018-09-13
UTSI,2018-09-13
AIRI,2018-09-13
PLXP,2018-09-13
NMTR,2018-09-13
FSI,2018-09-13
XBIO,2018-09-13
WFTIQ,2018-09-13
DKNG,2018-09-13
JD,2018-09-12
VFC,2018-09-12
ATNM,2018-09-12
HTHIY,2018-09-12
TGTX,2018-09-12
TGS,2018-09-12
PBF,2018-09-12
MAG,2018-09-12
TOELY,2018-09-12
JAPAY,2018-09-12
OCPNY,2018-09-12
SZKMY,2018-09-12
FUJHY,2018-09-12
MKTAY,2018-09-12
ASEKY,2018-09-12
AACAY,2018-09-12
CBPO,2018-09-12
PORBF,2018-09-12
LX,2018-09-12
IMVT,2018-09-12
TOPCF,2018-09-12
GVA,2018-09-12
STML,2018-09-12
CYD,2018-09-12
PBFX,2018-09-12
CTK,2018-09-12
DTIL,2018-09-12
PFHD,2018-09-12
CFRX,2018-09-12
SIC,2018-09-12
UTSI,2018-09-12
AIRI,2018-09-12
PLXP,2018-09-12
NMTR,2018-09-12
FSI,2018-09-12
XBIO,2018-09-12
WFTIQ,2018-09-12
DKNG,2018-09-12
JD,2018-09-11
VFC,2018-09-11
ATNM,2018-09-11
HTHIY,2018-09-11
TGTX,2018-09-11
TGS,2018-09-11
PBF,2018-09-11
MAG,2018-09-11
TOELY,2018-09-11
JAPAY,2018-09-11
OCPNY,2018-09-11
SZKMY,2018-09-11
FUJHY,2018-09-11
MKTAY,2018-09-11
ASEKY,2018-09-11
AACAY,2018-09-11
CBPO,2018-09-11
PORBF,2018-09-11
LX,2018-09-11
IMVT,2018-09-11
TOPCF,2018-09-11
GVA,2018-09-11
STML,2018-09-11
CYD,2018-09-11
PBFX,2018-09-11
CTK,2018-09-11
DTIL,2018-09-11
PFHD,2018-09-11
CFRX,2018-09-11
SIC,2018-09-11
UTSI,2018-09-11
AIRI,2018-09-11
PLXP,2018-09-11
NMTR,2018-09-11
FSI,2018-09-11
XBIO,2018-09-11
WFTIQ,2018-09-11
DKNG,2018-09-11
JD,2018-09-10
VFC,2018-09-10
ATNM,2018-09-10
HTHIY,2018-09-10
TGTX,2018-09-10
TGS,2018-09-10
PBF,2018-09-10
MAG,2018-09-10
TOELY,2018-09-10
JAPAY,2018-09-10
OCPNY,2018-09-10
SZKMY,2018-09-10
FUJHY,2018-09-10
MKTAY,2018-09-10
ASEKY,2018-09-10
AACAY,2018-09-10
CBPO,2018-09-10
PORBF,2018-09-10
LX,2018-09-10
IMVT,2018-09-10
TOPCF,2018-09-10
GVA,2018-09-10
STML,2018-09-10
CYD,2018-09-10
PBFX,2018-09-10
CTK,2018-09-10
DTIL,2018-09-10
PFHD,2018-09-10
CFRX,2018-09-10
SIC,2018-09-10
UTSI,2018-09-10
AIRI,2018-09-10
PLXP,2018-09-10
NMTR,2018-09-10
FSI,2018-09-10
XBIO,2018-09-10
WFTIQ,2018-09-10
DKNG,2018-09-10
JD,2018-09-09
VFC,2018-09-09
ATNM,2018-09-09
HTHIY,2018-09-09
TGTX,2018-09-09
TGS,2018-09-09
PBF,2018-09-09
MAG,2018-09-09
TOELY,2018-09-09
JAPAY,2018-09-09
OCPNY,2018-09-09
SZKMY,2018-09-09
FUJHY,2018-09-09
MKTAY,2018-09-09
ASEKY,2018-09-09
AACAY,2018-09-09
CBPO,2018-09-09
PORBF,2018-09-09
LX,2018-09-09
IMVT,2018-09-09
TOPCF,2018-09-09
GVA,2018-09-09
STML,2018-09-09
CYD,2018-09-09
PBFX,2018-09-09
CTK,2018-09-09
DTIL,2018-09-09
PFHD,2018-09-09
CFRX,2018-09-09
SIC,2018-09-09
UTSI,2018-09-09
AIRI,2018-09-09
PLXP,2018-09-09
NMTR,2018-09-09
FSI,2018-09-09
XBIO,2018-09-09
WFTIQ,2018-09-09
DKNG,2018-09-09
JD,2018-09-08
VFC,2018-09-08
ATNM,2018-09-08
HTHIY,2018-09-08
TGTX,2018-09-08
TGS,2018-09-08
PBF,2018-09-08
MAG,2018-09-08
TOELY,2018-09-08
JAPAY,2018-09-08
OCPNY,2018-09-08
SZKMY,2018-09-08
FUJHY,2018-09-08
MKTAY,2018-09-08
ASEKY,2018-09-08
AACAY,2018-09-08
CBPO,2018-09-08
PORBF,2018-09-08
LX,2018-09-08
IMVT,2018-09-08
TOPCF,2018-09-08
